date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:13:09	99334/99334	---M--	200	added ('OK')	image/png	etag:b3fd9a94329f2b108239bb0fcfb27321	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a4844caf-a129-4cdd-ba82-d3f2eedf6a04.png?h=969cfe8a46731eeaf4b9f9c947d65b46	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a4844caf-a129-4cdd-ba82-d3f2eedf6a04e800.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:09	115939/115939	---M--	200	added ('OK')	image/png	etag:da528abc87356d123acefe52a8851a78	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a4844caf-a129-4cdd-ba82-d3f2eedf6a04_rw_1920.png?h=a3dc3a7ddf3929b610e06b1cb18937d9	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a4844caf-a129-4cdd-ba82-d3f2eedf6a04_rw_19200857.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:10	857622/857622	---M--	200	added ('OK')	image/png	etag:c3bfd3e6424ec11901e2c3c91d2dea43	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/b07c38e1-4fc6-49f0-afb5-751083bff602.png?h=4cfb721c369a2581c7e66687464a83a0	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/b07c38e1-4fc6-49f0-afb5-751083bff602a642.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:10	903813/903813	---M--	200	added ('OK')	image/png	etag:9b49286f5bf41330329059fa58dc68ac	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/b07c38e1-4fc6-49f0-afb5-751083bff602_rw_1920.png?h=0ab383c4816bf5d84bf6cb6edf88c26c	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/b07c38e1-4fc6-49f0-afb5-751083bff602_rw_1920698b.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:10	1813543/1813543	---M--	200	added ('OK')	image/png	etag:2d6793b2de1302170dc4e40d19273aca	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a510b171-b392-4b0b-94c0-6927b032cdc8.png?h=ca145bc47ac9828a1b9c6418b14f6928	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a510b171-b392-4b0b-94c0-6927b032cdc88cfc.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:10	1851906/1851906	---M--	200	added ('OK')	image/png	etag:27a2ea809c84fa67728baa8a79c8eb36	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a510b171-b392-4b0b-94c0-6927b032cdc8_rw_1920.png?h=1372a257575348ac9b8ee3013c441ed2	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a510b171-b392-4b0b-94c0-6927b032cdc8_rw_1920b3b3.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:11	1527564/1527564	---M--	200	added ('OK')	image/png	etag:e0d621a76d6e6e8df4f862c13198da8e	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/ca6c0f34-7bef-4c4d-8411-e9326093c876.png?h=de2bcc5794a92d8a8a3c9066318a4fec	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/ca6c0f34-7bef-4c4d-8411-e9326093c8762e32.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:11	1551079/1551079	---M--	200	added ('OK')	image/png	etag:cd6b42b8dc061ad0b058593349a24637	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/ca6c0f34-7bef-4c4d-8411-e9326093c876_rw_1920.png?h=dadfd14ed047c5286d9552898f61fa9d	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/ca6c0f34-7bef-4c4d-8411-e9326093c876_rw_19200684.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:11	557263/557263	---M--	200	added ('OK')	image/png	etag:a629d8e759bd98bb783d207afa062d80	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/e93d0c4d-5267-41fc-9d0a-7e06d0f0de80.png?h=873411a8ac639a7ad9a30e66293913bb	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/e93d0c4d-5267-41fc-9d0a-7e06d0f0de806f82.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:11	616515/616515	---M--	200	added ('OK')	image/png	etag:39658be5eba9b9f1c77ae35759460593	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/e93d0c4d-5267-41fc-9d0a-7e06d0f0de80_rw_1920.png?h=9beca4c5980c4150519ad470be585959	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/e93d0c4d-5267-41fc-9d0a-7e06d0f0de80_rw_1920ae7d.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:12	54943/54943	---M--	200	added ('OK')	image/jpeg	etag:1dd58a6bc48efa052363b246d5e01801	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/7e2a00ce-c7a3-4b09-b3fb-0d993d5edfe9_rwc_12x0x381x508x381.jpg?h=cf0a22de1d1987fe99e175f2c5b10525	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/7e2a00ce-c7a3-4b09-b3fb-0d993d5edfe9_rwc_12x0x381x508x38144e9.jpg	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:12	292067/292067	---M--	200	added ('OK')	image/jpeg	etag:3fad453cb0c585c6b0685d156a39c3e9	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/0f84235c-015f-477f-b0ce-4106bc3864b8_rwc_23x0x725x966x725.jpg?h=8542814df5b6a5cb7e5405965934971c	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/0f84235c-015f-477f-b0ce-4106bc3864b8_rwc_23x0x725x966x725b7e4.jpg	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:12	640060/640060	---M--	200	added ('OK')	image/jpeg	etag:a26630872cd068ed78a2be00a461369e	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/1a316e7c-d85b-4db9-9a82-72f0be1d80b3_rwc_0x35x1130x1504x1130.jpg?h=2a286a0a5d0082dab8e863a4bf964603	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/1a316e7c-d85b-4db9-9a82-72f0be1d80b3_rwc_0x35x1130x1504x11300803.jpg	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:13	667631/667631	---M--	200	added ('OK')	image/jpeg	etag:a992bfc2274d15def32420492d8a2fa0	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/bd2014c3-4c14-4ed6-aa69-32e02ddc8997_rwc_0x20x1154x1536x1154.jpg?h=669e4b4fa8d07cfc8367cb7790709811	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/bd2014c3-4c14-4ed6-aa69-32e02ddc8997_rwc_0x20x1154x1536x11548d98.jpg	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:13	244196/244196	---M--	200	added ('OK')	image/jpeg	etag:56e06585d23df45cfd6267a15a254083	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/603f7b7a-e246-4ced-83bf-c367e04785bf_rwc_0x60x600x799x600.jpg?h=33b6dfa8c54f132a57aff4811336b311	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/603f7b7a-e246-4ced-83bf-c367e04785bf_rwc_0x60x600x799x600dfbc.jpg	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:13	164704/164704	---M--	200	added ('OK')	image/jpeg	etag:88082c6631b7c5b2af562fca353fd289	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/831f5aff-e1ac-4752-aa63-f9e8ec4a2014_rwc_0x50x500x665x500.jpg?h=f9b7cfedeb6b599a6d36ba35729bc6e8	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/831f5aff-e1ac-4752-aa63-f9e8ec4a2014_rwc_0x50x500x665x500c820.jpg	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:13	75219/75219	---M--	200	added ('OK')	text/css	etag:6bd176256e60ee6c638c16185c94ecea	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/0257a1754fe29b10c06d2c20d51105a71753243330.css?h=91b4288249c852f9534d908dabb95e6d	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/0257a1754fe29b10c06d2c20d51105a7175324333062a0.css	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:13	679001/679001	---M--	200	added ('OK')	image/png	etag:0a3b0d6a64e5dd76bc91662d81ee57e5	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/6148c1e3-e98b-4a8d-855f-bf4d373b5f79.png?h=16752f88a3007d2f2516ac26c0ddd7a4	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/6148c1e3-e98b-4a8d-855f-bf4d373b5f798058.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:14	699641/699641	---M--	200	added ('OK')	image/png	etag:e25d7f0d928ab529450b7300e61528e7	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/6148c1e3-e98b-4a8d-855f-bf4d373b5f79_rw_1200.png?h=91c1a60bd3104d0e5b522c35b8e740cb	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/6148c1e3-e98b-4a8d-855f-bf4d373b5f79_rw_1200924e.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:14	99401/99401	---M--	200	added ('OK')	image/png	etag:3b22a9fc9a86ff4791683e63347d2a79	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/d39ddffd-e48b-4d08-851a-d2025182f647.png?h=0d0fcb75333f0f8e4dee106e1608b854	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/d39ddffd-e48b-4d08-851a-d2025182f647aaf9.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:14	109689/109689	---M--	200	added ('OK')	image/png	etag:d295cf27035e1b31908313eba2130a5c	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/d39ddffd-e48b-4d08-851a-d2025182f647_rw_1920.png?h=77af03d1f77654744cf23216c3af0b47	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/d39ddffd-e48b-4d08-851a-d2025182f647_rw_19203133.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:15	360699/360699	---M--	200	added ('OK')	image/png	etag:0588760aec72704068b891e28844f006	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/97cdea0e-4191-42d1-b923-d22804f3cfce.png?h=bcf3ce8c055ae5639e8beb7259c6c3c2	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/97cdea0e-4191-42d1-b923-d22804f3cfce91f4.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:15	328401/328401	---M--	200	added ('OK')	image/png	etag:abcc76b6ced75cd78aad02fc0b75e83b	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/97cdea0e-4191-42d1-b923-d22804f3cfce_rw_1920.png?h=35113d724b8100503618f9afeb02a3f0	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/97cdea0e-4191-42d1-b923-d22804f3cfce_rw_19207106.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:15	376954/376954	---M--	200	added ('OK')	image/png	etag:fedb056aac58ab972d95dc87a6d56edb	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/09a1f1f5-b680-4a1c-9aa2-10df8159d1bd.png?h=6b26dfcf3dde4989c13d1d0495db7dd0	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/09a1f1f5-b680-4a1c-9aa2-10df8159d1bd68d5.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:15	311843/311843	---M--	200	added ('OK')	image/png	etag:a464fff3ffd2ad86f5e08fbc70a9fec4	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/09a1f1f5-b680-4a1c-9aa2-10df8159d1bd_rw_1920.png?h=2fecd2e3eac5acc898a01d2a40c72c44	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/09a1f1f5-b680-4a1c-9aa2-10df8159d1bd_rw_1920d646.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:16	307018/307018	---M--	200	added ('OK')	image/png	etag:1f6e07aca305683a6e50f67925e52932	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/f4dff675-4375-4f32-9eff-70b524fe8676.png?h=14cc20a8e1ee19f05e4fefe82381230c	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/f4dff675-4375-4f32-9eff-70b524fe867670f0.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:16	256165/256165	---M--	200	added ('OK')	image/png	etag:c54097d8084867433046839f5af31582	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/f4dff675-4375-4f32-9eff-70b524fe8676_rw_1920.png?h=e43649e180165bf5a51a0d38ea697f43	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/f4dff675-4375-4f32-9eff-70b524fe8676_rw_1920fb30.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:17	2445895/2445895	---M--	200	added ('OK')	image/png	etag:381e16cc134537c223f8317e2f89b6c4	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a499b625-5de4-4fa9-bcba-0d78b70a2d9c.png?h=8f629977e04161b947050e58a16677f7	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a499b625-5de4-4fa9-bcba-0d78b70a2d9c1ed2.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:17	2555035/2555035	---M--	200	added ('OK')	image/png	etag:f52996672b5c99849dc33e27fa803a6b	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a499b625-5de4-4fa9-bcba-0d78b70a2d9c_rw_1920.png?h=835507912c929b9042d881584d6a4515	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/a499b625-5de4-4fa9-bcba-0d78b70a2d9c_rw_19200d8f.png	(from https://mohs0025.myportfolio.com/storytelling-in-short-films)
00:13:17	330355/330355	---M--	200	added ('OK')	image/png	etag:53fa5b8f5c7cd92325702c039fbd5383	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/5fbad41a-9b5b-43b5-a7c9-1d8866b8394f.png?h=859c2f8d204ed61d5f4cbc8e4214ed44	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/5fbad41a-9b5b-43b5-a7c9-1d8866b8394fa8c1.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:17	315878/315878	---M--	200	added ('OK')	image/png	etag:d9f39d697d75b0ef8c6d57bbb3af1561	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/5fbad41a-9b5b-43b5-a7c9-1d8866b8394f_rw_1200.png?h=2000b920b6de16e273a7d5d3797f9712	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/5fbad41a-9b5b-43b5-a7c9-1d8866b8394f_rw_1200be44.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:18	101595/101595	---M--	200	added ('OK')	image/png	etag:2ff35c3cc305812666ca5b3588b9e63e	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/cfa11ff4-af81-45fc-8e9a-23439c4156f2.png?h=0a6293dba6cd86e0735b04dad70f6547	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/cfa11ff4-af81-45fc-8e9a-23439c4156f211c1.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:18	111348/111348	---M--	200	added ('OK')	image/png	etag:57ce09056262d02649ad15363c0987f4	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/cfa11ff4-af81-45fc-8e9a-23439c4156f2_rw_1920.png?h=5eb9bbf7c1dcfd01c819b98a82ce2a35	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/cfa11ff4-af81-45fc-8e9a-23439c4156f2_rw_1920d602.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:18	567607/567607	---M--	200	added ('OK')	image/png	etag:bc22dc9fa93f3d8b194782d25f3a198b	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/51cf76c6-173b-4b3f-9259-4fc16f04653a.png?h=a5d0969da9a01fd4ba51652b14d3cfbb	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/51cf76c6-173b-4b3f-9259-4fc16f04653ae85c.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:18	447832/447832	---M--	200	added ('OK')	image/png	etag:5f37f826d19ad60e31ecf8520f75b461	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/51cf76c6-173b-4b3f-9259-4fc16f04653a_rw_1920.png?h=e5cba779240dabc32f5da7e541a014f4	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/51cf76c6-173b-4b3f-9259-4fc16f04653a_rw_1920ef84.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:19	94021/94021	---M--	200	added ('OK')	image/png	etag:4a101609be762640a05f9260496737be	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/8e5a25d6-78da-416f-bb8c-f9994040b71f.png?h=f2f2dd94904a0146cf20eb953a1a06f1	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/8e5a25d6-78da-416f-bb8c-f9994040b71f4836.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:19	108834/108834	---M--	200	added ('OK')	image/png	etag:dbdf52844a1207eb501d70aee3cf350a	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/8e5a25d6-78da-416f-bb8c-f9994040b71f_rw_1920.png?h=14041066afde8555f064c842de2dc054	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/8e5a25d6-78da-416f-bb8c-f9994040b71f_rw_1920992d.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:19	525599/525599	---M--	200	added ('OK')	image/png	etag:d681a81aadb609f167e09386db846059	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/6f588ebf-cbbd-4d1f-a5b5-082cfdf4bff7.png?h=94cb2f0d3ea125c0d9571a87cdec52ee	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/6f588ebf-cbbd-4d1f-a5b5-082cfdf4bff724c3.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:19	443797/443797	---M--	200	added ('OK')	image/png	etag:c5603137f00714208fa7a3d938284a10	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/6f588ebf-cbbd-4d1f-a5b5-082cfdf4bff7_rw_1920.png?h=a846f244b68d590a0428f83b765e72ea	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/6f588ebf-cbbd-4d1f-a5b5-082cfdf4bff7_rw_19205cff.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:20	484534/484534	---M--	200	added ('OK')	image/png	etag:c852dc7f5cc8e93645fdb383cb91989f	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/74158825-608a-4214-a66f-d4027e0cd803.png?h=7201b7e700c0a9977e52ab537759c591	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/74158825-608a-4214-a66f-d4027e0cd803d5a4.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:20	418632/418632	---M--	200	added ('OK')	image/png	etag:e883fd1f039501b3d41590caffe1d3b2	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/74158825-608a-4214-a66f-d4027e0cd803_rw_1920.png?h=f180501a76c2040697c685af54e48ee3	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/74158825-608a-4214-a66f-d4027e0cd803_rw_192065e4.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:20	496681/496681	---M--	200	added ('OK')	image/png	etag:5cf53d75d87b8e0655d0152e69c9a744	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/558f6ce0-44c6-4149-a318-02104dd31e00.png?h=659ed1870926f7fb4ca67b633f63d416	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/558f6ce0-44c6-4149-a318-02104dd31e005674.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:20	788228/788228	---M--	200	added ('OK')	image/png	etag:90d99a6b3c69ff42872cd215bfa5aae4	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/558f6ce0-44c6-4149-a318-02104dd31e00_rw_1920.png?h=f449300de06085240b2ff39cc74377d6	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/558f6ce0-44c6-4149-a318-02104dd31e00_rw_19209b1a.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:21	284898/284898	---M--	200	added ('OK')	image/png	etag:1157b46c3a29c5ce4b8c0383a7d013dd	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/38916c8a-d79c-4f51-865f-95532f2771d6.png?h=2eeac0dd54514253a674e351025865ab	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/38916c8a-d79c-4f51-865f-95532f2771d63232.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:21	314042/314042	---M--	200	added ('OK')	image/png	etag:580b855de4549809e0d26ba2706e7374	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/38916c8a-d79c-4f51-865f-95532f2771d6_rw_1200.png?h=0f09181e222ea60e10ab586aa2d9f645	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/38916c8a-d79c-4f51-865f-95532f2771d6_rw_120040d5.png	(from https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes)
00:13:21	75219/75219	---M--	200	added ('OK')	text/css	etag:6d179a01a641e4feb4715f70bbdaa880	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/fb3aa1a129a45b641c20f525769b66891753243330.css?h=fd8cf8ccac0e1433be04cba95a82730d	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/fb3aa1a129a45b641c20f525769b668917532433301545.css	(from https://mohs0025.myportfolio.com/david-walliams-books)
00:13:21	133315/133315	---M--	200	added ('OK')	image/png	etag:db3fc99c995099adddbf0990e1200327	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/415a9cde-0264-4f16-91ee-26b1698fb2e3.png?h=320407c1901baefd41a7dc3fc9b36d9d	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/415a9cde-0264-4f16-91ee-26b1698fb2e3802b.png	(from https://mohs0025.myportfolio.com/david-walliams-books)
00:13:22	150911/150911	---M--	200	added ('OK')	image/png	etag:02ee3622edbeb3c90dfe9f65b5e12e2f	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/415a9cde-0264-4f16-91ee-26b1698fb2e3_rw_600.png?h=63a2bf10b14c24b076d807cf83a1cb7c	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/415a9cde-0264-4f16-91ee-26b1698fb2e3_rw_600548c.png	(from https://mohs0025.myportfolio.com/david-walliams-books)
00:13:22	109183/109183	---M--	200	added ('OK')	image/png	etag:ba70e2beb68a69187b22fbe92b17860b	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/346f89cd-b17b-4c22-b200-9eb54dfdfd20.png?h=1c84c05b7c8832aca6313fec754af439	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/346f89cd-b17b-4c22-b200-9eb54dfdfd201aa8.png	(from https://mohs0025.myportfolio.com/david-walliams-books)
00:13:22	116961/116961	---M--	200	added ('OK')	image/png	etag:e8912b855e798c793c0bc8923910a0d0	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/346f89cd-b17b-4c22-b200-9eb54dfdfd20_rw_1920.png?h=1a9042ab98c2d8ad153d25b222d1f793	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/346f89cd-b17b-4c22-b200-9eb54dfdfd20_rw_19208c5e.png	(from https://mohs0025.myportfolio.com/david-walliams-books)
00:13:23	771025/771025	---M--	200	added ('OK')	image/png	etag:5a1399c5f226a4b0404b28cb61fc560b	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/8eed9101-c770-4636-8356-1a786e1ebf5c.png?h=95b6aff6dc68dff08262b81ae9cf5441	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/8eed9101-c770-4636-8356-1a786e1ebf5c6691.png	(from https://mohs0025.myportfolio.com/david-walliams-books)
00:13:23	711697/711697	---M--	200	added ('OK')	image/png	etag:3665f5e91a7425699b47a13cb081398d	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/8eed9101-c770-4636-8356-1a786e1ebf5c_rw_1920.png?h=bf71c98f25df0f42d19353b64620ecfb	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/8eed9101-c770-4636-8356-1a786e1ebf5c_rw_19207da5.png	(from https://mohs0025.myportfolio.com/david-walliams-books)
